,ENSG_ID,gene_symbol,HGNC_ID,alias_symbol
367,ENSG00000016391,CHDH,24288,
368,ENSG00000016402,IL20RA,6003,"IL-20R1,ZCYTOR7"
369,ENSG00000016490,CLCA1,2015,"CACC,CLCRG1"
370,ENSG00000016602,CLCA4,2018,CACC2
371,ENSG00000016864,GLT8D1,24870,"AD-017,FLJ14611"
372,ENSG00000017260,ATP2C1,13211,"ATP2C1A,BCPM,KIAA1347,PMR1,SPCA1"
373,ENSG00000017427,IGF1,5464,"IGF,IGF-I,IGF1A,IGFI"
374,ENSG00000017483,SLC38A5,18070,"JM24,SN2,SNAT5"
375,ENSG00000017797,RALBP1,9841,"RIP,RIP1,RLIP76"
376,ENSG00000018189,RUFY3,30285,"KIAA0871,RIPX,SINGAR1,ZFYVE30"
377,ENSG00000018236,CNTN1,2171,"F3,GP135"
378,ENSG00000018280,SLC11A1,10907,"LSH,NRAMP,NRAMP1"
379,ENSG00000018408,WWTR1,24042,"DKFZP586I1419,TAZ"
380,ENSG00000018510,AGPS,327,"ADAP-S,ADAS,ADHAPS,ADPS,ALDHPSY"
381,ENSG00000018607,ZNF285CP,33228,ZNF806
382,ENSG00000018610,STEEP1,26239,"CXORF56,FLJ22965"
383,ENSG00000018625,ATP1A2,800,"FHM2,MHP2"
384,ENSG00000018699,TTC27,25986,FLJ20272
385,ENSG00000018869,ZNF582,26421,FLJ30927
386,ENSG00000019102,VSIG2,17149,"CTH,CTXL"
387,ENSG00000019144,PHLDB1,23697,"FLJ00141,KIAA0638,LL5A"
388,ENSG00000019169,MARCO,6895,"SCARA2,SR-A6"
389,ENSG00000019186,CYP24A1,2602,"CP24,CYP24,LNCBCAS1-4_1,P450-CC24"
390,ENSG00000019485,PRDM11,13996,PFM8
391,ENSG00000019505,SYT13,14962,KIAA1427
392,ENSG00000019549,SNAI2,11094,"SLUG,SLUGH,SLUGH1,SNAIL2"
393,ENSG00000019582,CD74,1697,"CLIP,DHLAG"
394,ENSG00000019991,HGF,4893,"DFNB39,F-TCF,HGFB,HPTA,SF"
395,ENSG00000019995,ZRANB1,18224,TRABID
396,ENSG00000020129,NCDN,17597,"NCDN-1,NCDN-2"
397,ENSG00000020181,ADGRA2,17849,"DKFZP434C211,DKFZP434J0911,FLJ14390,GPR124,KIAA1531,TEM5"
398,ENSG00000020219,CCT8L1P,32153,CCT8L1
399,ENSG00000020256,ZFP64,15940,"DJ548G19.1,DJ831D17.1,FLJ10734,FLJ12628,ZNF338"
400,ENSG00000020426,MNAT1,7181,"MAT1,RNF66"
401,ENSG00000020577,SAMD4A,23023,"DKFZP434H0350,HSMAUG1,KIAA1053,SAMD4,SMAUG,SMG,SMGA"
402,ENSG00000020633,RUNX3,10473,"AML2,CBFA3,PEBP2A3"
403,ENSG00000020922,MRE11,7230,"ATLD,MRE11A"
404,ENSG00000021300,PLEKHB1,19079,"KPL1,PHR1,PHRET1"
405,ENSG00000021355,SERPINB1,3311,"EI,ELANH2,LEI,MNEI,PI2"
406,ENSG00000021461,CYP3A43,17450,
407,ENSG00000021488,SLC7A9,11067,"BAT1,CSNU3"
408,ENSG00000021574,SPAST,11233,"ADPSP,FSP2,KIAA1083,SPG4"
409,ENSG00000021645,NRXN3,8010,"C14ORF60,KIAA0743"
410,ENSG00000021762,OSBPL5,16392,"KIAA1534,OBPH1,ORP5"
411,ENSG00000021776,AQR,29513,"FSAP164,IBP160,KIAA0560"
412,ENSG00000021826,CPS1,2323,GATD6
413,ENSG00000021852,C8B,1353,
414,ENSG00000022267,FHL1,3702,"BA535K18.1,FHL1B,FLH1A,KYO-T,MGC111107,SLIM1,XMPMA"
415,ENSG00000022277,RTF2,15890,"C20ORF43,CDAO5,HSPC164,RTFDC1"
416,ENSG00000022355,GABRA1,4075,EJM5
417,ENSG00000022556,NLRP2,22948,"CLR19.9,FLJ20510,NALP2,NBS1,PAN1,PYPAF2"
418,ENSG00000022567,SLC45A4,29196,KIAA1126
419,ENSG00000022840,RNF10,10055,"KIAA0262,RIE2"
420,ENSG00000022976,ZNF839,20345,C14ORF131
421,ENSG00000023041,ZDHHC6,19160,"FLJ21952,ZNF376"
422,ENSG00000023171,GRAMD1B,29214,"KIAA1201,LINC01059"
423,ENSG00000023191,RNH1,10074,"RAI,RNH"
424,ENSG00000023228,NDUFS1,7707,CI-75K
425,ENSG00000023287,RB1CC1,15574,"ATG17,CC1,DRAGOU14,FIP200,KIAA0203,PPP1R131"
426,ENSG00000023318,ERP44,18311,"KIAA0573,PDIA10,TXNDC4"
427,ENSG00000023330,ALAS1,396,"ALAS,ALAS-H,ALAS3"
428,ENSG00000023445,BIRC3,591,"API2,C-IAP2,CIAP2,HIAP-1,MALT2,MIHC,RNF49"
429,ENSG00000023516,AKAP11,369,"AKAP220,DKFZP781I12161,FLJ11304,KIAA0629,PPP1R44,PRKA11"
430,ENSG00000023572,GLRX2,16065,"BA101E13.1,GRX2"
431,ENSG00000023608,SNAPC1,11134,"PTFGAMMA,SNAP43"
432,ENSG00000023697,DERA,24269,"CGI-26,DEOC"
433,ENSG00000023734,STRAP,30796,"MAWD,PT-WD,UNRIP"
434,ENSG00000023839,ABCC2,53,"CMOAT,CMRP,DJS,MRP2"
435,ENSG00000023892,DEF6,2760,"IBP,SLAT,SWAP70L"
436,ENSG00000023902,PLEKHO1,24310,"CKIP-1,OC120"
437,ENSG00000023909,GCLM,4312,GLCLR
438,ENSG00000024048,UBR2,21289,"BA49A4.1,C6ORF133,DJ392M17.3,KIAA0349"
439,ENSG00000024422,EHD2,3243,PAST2
440,ENSG00000024526,DEPDC1,22949,"DEP.8,DEPDC1A,FLJ20354,SDP35"
441,ENSG00000024862,CCDC28A,21098,"C6ORF80,CCRL1AP,DKFZP586D0623"
442,ENSG00000025039,RRAGD,19903,"BA11D8.2.1,DKFZP761H171"
443,ENSG00000025156,HSF2,5225,
444,ENSG00000025293,PHF20,16098,"C20ORF104,DJ1121G12.1,TDRD20A"
445,ENSG00000025423,HSD17B6,23316,"HSE,RODH,SDR9C6"
446,ENSG00000025434,NR1H3,7966,"LXR-A,LXRA,RLD-1"
447,ENSG00000025708,TYMP,3148,"ECGF1,MNGIE"
448,ENSG00000025770,NCAPH2,25071,"384D8-2,CAP-H2,HCAP-H2"
449,ENSG00000025772,TOMM34,15746,"HTOM34P,TOM34"
450,ENSG00000025796,SEC63,21082,"DNAJC23,ERDJ2,PRO2507,SEC63L"
451,ENSG00000025800,KPNA6,6399,"FLJ11249,IPOA7,KPNA7,MGC17918"
452,ENSG00000026025,VIM,12692,
453,ENSG00000026036,RTEL1-TNFRSF6B,44095,
454,ENSG00000026103,FAS,11920,"APO-1,APT1,CD95,FAS1,TNFRSF6"
455,ENSG00000026297,RNASET2,21686,"BA514O12.3,FLJ10907,RNASE6PL"
456,ENSG00000026508,CD44,1681,"CD44R,CDW44,CSPG8,ECM-III,H-CAM,HCELL,HERMES-1,HUTCH-1,HUTCH-I,IN,MC56,MDU2,MDU3,MIC4,PGP-1,PGP1"
457,ENSG00000026559,KCNG1,6248,"K13,KCNG,KH2,KV6.1"
458,ENSG00000026652,AGPAT4,20885,"DJ473J16.2,LPAAT-DELTA,LPAAT4,LPLAT4"
459,ENSG00000026751,SLAMF7,21394,"19A,CD319,CRACC,CS1"
460,ENSG00000026950,BTN3A1,1138,"BT3.1,BTF5,BTN3.1,CD277"
461,ENSG00000027001,MIPEP,7104,MIP
462,ENSG00000027075,PRKCH,9403,"PKC-L,PKCL,PRKCL"
463,ENSG00000027644,INSRR,6093,IRR
464,ENSG00000027697,IFNGR1,5439,"CD119,IFNGR"
465,ENSG00000027847,B4GALT7,930,"BETA4GAL-T7,XGALT-1"
466,ENSG00000027869,SH2D2A,10821,"F2771,TSAD"
467,ENSG00000028116,VRK2,12719,
468,ENSG00000028137,TNFRSF1B,11917,"CD120B,P75,TNF-R-II,TNF-R75,TNFBR,TNFR2,TNFR80"
469,ENSG00000028203,VEZT,18258,DKFZP761C241
470,ENSG00000028277,POU2F2,9213,"OCT2,OTF2"
471,ENSG00000028310,BRD9,25818,"FLJ13441,SMARCI2"
472,ENSG00000028528,SNX1,11172,"HST17379,MGC8664,SNX1A,VPS5"
473,ENSG00000028839,TBPL1,11589,"STUD,TLF,TLP,TRF2"
474,ENSG00000029153,BMAL2,18984,"ARNTL2,BHLHE6,CLIF,MOP9,PASD9"
475,ENSG00000029363,BCLAF1,16863,"BTF,KIAA0164"
476,ENSG00000029364,SLC39A9,20182,"FLJ11274,ZIP9"
477,ENSG00000029534,ANK1,492,"ANK,SPH1"
478,ENSG00000029559,IBSP,5341,"BSP,BSP-II,SP-II"
479,ENSG00000029639,TFB1M,17037,"CGI-75,MTTFB"
480,ENSG00000029725,RABEP1,17677,"NEUROCRESCIN,RAB5EP,RABAPTIN-5,RABPT5"
481,ENSG00000029993,HMGB3,5004,"HMG2A,HMG4,MGC90319"
482,ENSG00000030066,NUP160,18017,"FLJ22583,KIAA0197"
483,ENSG00000030110,BAK1,949,"BAK,BCL2L7,CDN1"
484,ENSG00000030304,MUSK,7525,
485,ENSG00000030419,IKZF2,13177,"HELIOS,ZNFN1A2"
486,ENSG00000030582,GRN,4601,"CLN11,PCDGF,PGRN"
487,ENSG00000031003,FAM13B,1335,"ARHGAP49,C5ORF5,FAM13B1,KHCHP,N61"
488,ENSG00000031081,ARHGAP31,29216,CDGAP
489,ENSG00000031691,CENPQ,21347,"C6ORF139,CENP-Q,FLJ10545"
490,ENSG00000031698,SARS1,10537,"SARS,SERS"
491,ENSG00000031823,RANBP3,9850,
492,ENSG00000032219,ARID4A,9885,"RBBP1,RBP-1,RBP1"
493,ENSG00000032389,EIPR1,12383,"EIPR-1,TSSC1"
494,ENSG00000032444,PNPLA6,16268,"IPLA2DELTA,NTE,SPG39,SWS"
495,ENSG00000032742,IFT88,20606,"D13S1056E,HTG737,MGC26259,TG737,TTC10"
496,ENSG00000033011,ALG1,18294,"CDG1K,HMAT1,HMT-1,MAT-1"
497,ENSG00000033030,ZCCHC8,25265,DKFZP434E2220
498,ENSG00000033050,ABCF2,71,"ABC28,EST133090,HUSSY-18,M-ABC1"
499,ENSG00000033100,CHPF2,29270,"CHSY-3,CSGLCA-T,KIAA1402"
500,ENSG00000033122,LRRC7,18531,"DENSIN-180,KIAA1365"
501,ENSG00000033170,FUT8,4019,
502,ENSG00000033178,UBA6,25581,"FLJ10808,UBE1L2"
503,ENSG00000033327,GAB2,14458,KIAA0571
504,ENSG00000033627,ATP6V0A1,865,"A1,ATP6N1,ATP6N1A,STV1,VPH1,VPP1"
505,ENSG00000033800,PIAS1,2752,"DDXBP1,GBP,GU/RH-II,ZMIZ3"
506,ENSG00000033867,SLC4A7,11033,"NBC3,SBC2,SLC4A6"
507,ENSG00000034053,APBA2,579,"D15S1518E,HST16821,LIN-10,MGC:14091,MINT2,X11L"
508,ENSG00000034152,MAP2K3,6843,"MAPKK3,MEK3,MKK3,PRKMK3,SAPKK2"
509,ENSG00000034239,CLXN,25678,"EFCAB1,FLJ11767,ODAD5"
510,ENSG00000034510,TMSB10,11879,TB10
511,ENSG00000034533,ASTE1,25021,HT001
512,ENSG00000034677,RNF19A,13432,"DKFZP566B1346,DORFIN,RNF19"
513,ENSG00000034693,PEX3,8858,
514,ENSG00000034713,GABARAPL2,13291,"ATG8,ATG8C,GATE-16,GATE16,GEF2"
515,ENSG00000034971,MYOC,7610,"GLC1A,JOAG1,TIGR"
516,ENSG00000035115,SH3YL1,29546,"DKFZP586F1318,RAY"
517,ENSG00000035141,FAM136A,25911,FLJ14668
518,ENSG00000035403,VCL,12665,
519,ENSG00000035499,DEPDC1B,24902,"BRCC3,XTP1"
520,ENSG00000035664,DAPK2,2675,"DRP-1,MGC119312"
521,ENSG00000035681,NSMAF,8017,"FAN,GRAMD5"
522,ENSG00000035687,ADSS2,292,ADSS
523,ENSG00000035720,STAP1,24133,"BRDG1,STAP-1"
524,ENSG00000035862,TIMP2,11821,CSC-21K
525,ENSG00000035928,RFC1,9969,"A1,MHCBFB,PO-GA,RFC140"
526,ENSG00000036054,TBC1D23,25622,FLJ11046
527,ENSG00000036257,CUL3,2553,
528,ENSG00000036448,MYOM2,7614,
529,ENSG00000036473,OTC,8512,"OTC1,OTCASE,OTCD"
530,ENSG00000036530,CYP46A1,2641,CYP46
531,ENSG00000036549,ZZZ3,24523,"ATAC1,DKFZP564I052"
532,ENSG00000036565,SLC18A1,10934,"CGAT,VAT1,VMAT1"
533,ENSG00000036672,USP2,12618,UBP41
534,ENSG00000036828,CASR,1514,"FHH,GPRC2A,HHC,HHC1,NSHPT"
535,ENSG00000037042,TUBG2,12419,
536,ENSG00000037241,RPL26L1,17050,RPL26P1
537,ENSG00000037280,FLT4,3767,"PCL,VEGFR-3,VEGFR3"
538,ENSG00000037474,NSUN2,25994,"FLJ20303,MISU,MRT5,SAKI,TRM4"
539,ENSG00000037637,FBXO42,29249,"FBX42,KIAA1332"
540,ENSG00000037749,MFAP3,7034,
541,ENSG00000037757,MRI1,28469,"MGC3207,MRDI,MTNA,YPR118W"
542,ENSG00000037897,METTL1,7030,"C12ORF1,TRM8,TRMT8"
543,ENSG00000037965,HOXC8,5129,"HOX3,HOX3A"
544,ENSG00000038002,AGA,318,ASRG
545,ENSG00000038210,PI4K2B,18215,"FLJ11105,PI4KIIB,PIK42B"
546,ENSG00000038219,BOD1L1,31792,"BOD1L,FAM44A,FLJ33215,KIAA1327"
547,ENSG00000038274,MAT2B,6905,"MATIIBETA,SDR23E1"
548,ENSG00000038295,TLL1,11843,
549,ENSG00000038358,EDC4,17157,"GE-1,HEDLS,RCD-8"
550,ENSG00000038382,TRIO,12303,ARHGEF23
551,ENSG00000038427,VCAN,2464,"CSPG2,PG-M"
552,ENSG00000038532,CLEC16A,29013,"GOP-1,KIAA0350"
553,ENSG00000038945,MSR1,7376,"CD204,SCARA1,SR-A,SR-AI,SR-AII,SR-AIII"
554,ENSG00000039068,CDH1,1748,"CD324,UVO,UVOMORULIN"
555,ENSG00000039123,MTREX,18734,"DOB1,FSAP118,KIAA0052,MTR4,SKIV2L2"
556,ENSG00000039139,DNAH5,2950,"CILD3,DNAHC5,HL1,KTGNR,PCD"
557,ENSG00000039319,ZFYVE16,20756,"KIAA0305,PPP1R69"
558,ENSG00000039523,RIPOR1,25836,"FAM65A,FLJ13725"
559,ENSG00000039537,C6,1339,
560,ENSG00000039560,RAI14,14873,"DKFZP564G013,KIAA1334,NORPEG,RAI13"
561,ENSG00000039600,SOX30,30635,
562,ENSG00000039650,PNKP,9154,PNK
563,ENSG00000039987,BEST2,17107,"FLJ20132,VMD2L1"
564,ENSG00000040199,PHLPP2,29149,"KIAA0931,PHLPPL,PPM3B"
565,ENSG00000040275,SPDL1,26010,"CCDC99,FLJ20364,HSPINDLY"
566,ENSG00000040341,STAU2,11371,39K2
567,ENSG00000040487,SLC66A1,26001,"FLJ20320,LAAT-1,LAAT1,PQLC2"
568,ENSG00000040531,CTNS,2518,"CTNS-LSB,PQLC4,SLC66A4"
569,ENSG00000040608,RTN4R,18601,NOGOR
570,ENSG00000040633,PHF23,28428,"FLJ16355,MGC2941"
571,ENSG00000040731,CDH10,1749,
572,ENSG00000040933,INPP4A,6074,INPP4
573,ENSG00000041353,RAB27B,9767,
574,ENSG00000041357,PSMA4,9533,"HC9,HST17706"
575,ENSG00000041515,MYO16,29822,"KIAA0865,MYO16B,MYR8,NYAP3,PPP1R107"
576,ENSG00000041802,LSG1,25652,FLJ11301
577,ENSG00000041880,PARP3,273,"ADPRT3,ADPRTL3,ARTD3,HPARP-3,IRT1,PADPRT-3"
578,ENSG00000041982,TNC,5318,"DFNA56,HXB,MGC167029,TN"
579,ENSG00000041988,THAP3,20855,
580,ENSG00000042062,RIPOR3,16168,"C20ORF175,C20ORF176,DJ530I15.2,DJ530I15.3,FAM65C"
581,ENSG00000042088,TDP1,18884,"FLJ11090,SCAN1"
582,ENSG00000042286,AIFM2,21411,"AMID,FLJ14497,FSP1,PRG3"
583,ENSG00000042304,C2orf83,25344,DKFZP547H025
584,ENSG00000042317,SPATA7,20423,"HSD3,LCA3"
585,ENSG00000042429,MED17,2375,"CRSP6,CRSP77,DRIP80,SRB4,TRAP80"
586,ENSG00000042445,RETSAT,25991,FLJ20296
587,ENSG00000042493,CAPG,1474,"AFCP,MCP"
588,ENSG00000042753,AP2S1,565,"CLAPS2,FBH3,FBHOK,HHC3"
589,ENSG00000042781,USH2A,12601,"RP39,USH2"
590,ENSG00000042813,ZPBP,15662,"SP38,ZPBP1"
591,ENSG00000042832,TG,11764,"AITD3,TGN"
592,ENSG00000042980,ADAM28,206,"ADAM23,EMDCII,MDC-LM,MDC-LS"
593,ENSG00000043039,BARX2,956,
594,ENSG00000043093,DCUN1D1,18184,"DCUN1L1,RP42,SCCRO,SCRO,TES3"
595,ENSG00000043143,JADE2,22984,"JADE-2,KIAA0239,PHF15"
596,ENSG00000043355,ZIC2,12873,HPE5
597,ENSG00000043462,LCP2,6529,"SLP-76,SLP76"
598,ENSG00000043514,TRIT1,20286,"FLJ20061,IPT"
599,ENSG00000043591,ADRB1,285,ADRB1R
600,ENSG00000044012,GUCA2B,4683,
601,ENSG00000044090,CUL7,21024,"DJ20C7.5,KIAA0076"
602,ENSG00000044115,CTNNA1,2509,CAP102
603,ENSG00000044446,PHKA2,8926,"PHK,PYK"
604,ENSG00000044459,CNTLN,23432,"BA340N12.1,C9ORF101,C9ORF39,FLJ20276,OTTHUMG00000019597"
605,ENSG00000044524,EPHA3,3387,"ETK,ETK1,HEK,HEK4,TYRO4"
606,ENSG00000044574,HSPA5,5238,"BIP,GRP78"
607,ENSG00000046604,DSG2,3049,CDHF5
608,ENSG00000046647,GEMIN8,26044,"FAM51A1,FLJ20514"
609,ENSG00000046651,OFD1,2567,"71-7A,CXORF5,JBTS10,RP23"
610,ENSG00000046653,GPM6B,4461,"M6B,MGC17150,MGC54284"
611,ENSG00000046774,MAGEC2,13574,"CT10,HCA587,MAGE-C2,MAGEE1"
612,ENSG00000046889,PREX2,22950,"DEP.2,DEPDC2,FLJ12987,P-REX2,PPP1R129"
613,ENSG00000047056,WDR37,31406,KIAA0982
614,ENSG00000047188,YTHDC2,24721,"DKFZP564A186,FLJ10053,FLJ2194"
615,ENSG00000047230,CTPS2,2520,GATD5B
616,ENSG00000047249,ATP6V1H,18303,"CGI-11,SFD,SFDALPHA,SFDBETA,VMA13"
617,ENSG00000047315,POLR2B,9188,RPB2
618,ENSG00000047346,ATOSA,25609,"FAM214A,FLJ10980,KIAA1370"
619,ENSG00000047365,ARAP2,16924,"CENTD1,PARX"
620,ENSG00000047410,TPR,12017,
621,ENSG00000047457,CP,2295,AB073614
622,ENSG00000047578,KATNIP,29068,"JBTS26,KIAA0556"
623,ENSG00000047579,DTNBP1,17328,"BLOC1S8,DBND,DYSBINDIN,HPS7,MY031"
624,ENSG00000047597,XK,12811,"KX,,NAC,X1K,XKR1"
625,ENSG00000047617,ANO2,1183,"C12ORF3,TMEM16B"
626,ENSG00000047621,C12orf4,1184,
627,ENSG00000047634,SCML1,10580,
628,ENSG00000047644,WWC3,29237,"BM042,KIAA1280"
629,ENSG00000047648,ARHGAP6,676,RHOGAPX-1
630,ENSG00000047662,FAM184B,29235,KIAA1276
631,ENSG00000047849,MAP4,6862,
632,ENSG00000047932,GOPC,17643,"CAL,DJ94G16.2,FIG,GOPC1,PIST"
633,ENSG00000047936,ROS1,10261,"C-ROS-1,MCF3,ROS"
634,ENSG00000048028,USP28,12625,KIAA1515
635,ENSG00000048052,HDAC9,14065,"HD7,HDAC,HDAC7B,KIAA0744,MITR"
636,ENSG00000048140,TSPAN17,13594,"FBX23,FBXO23,TM4SF17"
637,ENSG00000048162,NOP16,26934,"HSPC111,HSPC185,LOC51491"
638,ENSG00000048342,CC2D2A,29253,"JBTS9,KIAA1345,MKS6"
639,ENSG00000048392,RRM2B,17296,P53R2
640,ENSG00000048405,ZNF800,27267,
641,ENSG00000048462,TNFRSF17,11913,"BCM,BCMA,CD269,TNFRSF13A"
642,ENSG00000048471,SNX29,30542,"FLJ12363,RUNDC2A"
643,ENSG00000048540,LMO3,6643,"DAT1,RBTNL2,RHOM-3"
644,ENSG00000048544,MRPS10,14502,"FLJ10567,US10M"
645,ENSG00000048545,GUCA1A,4678,"C6ORF131,COD3,CORD14,DJ139D8.6,GCAP,GCAP-1,GCAP-I,GCAP1,GUCA,GUCA1"
646,ENSG00000048649,RSF1,18118,"HBXAP,P325,RSF-1,XAP8"
647,ENSG00000048707,VPS13D,23595,"BLTP5D,FLJ10619,KIAA0453"
648,ENSG00000048740,CELF2,2550,"BRUNOL3,CUGBP2,ETR-3,NAPOR-2"
649,ENSG00000048828,FAM120A,13247,"C9ORF10,KIAA0183,OSSA"
650,ENSG00000048991,R3HDM1,9757,"KIAA0029,R3HDM"
651,ENSG00000049089,COL9A2,2218,"EDM2,MED"
652,ENSG00000049130,KITLG,6343,"DFNA69,FPH2,KITL,KL-1,MGF,SCF,SF,SLF"
653,ENSG00000049167,ERCC8,3439,"CKN1,CSA"
654,ENSG00000049192,ADAMTS6,222,ADAM-TS6
655,ENSG00000049239,H6PD,4795,"GDH,H6PDH"
656,ENSG00000049245,VAMP3,12644,CEB
657,ENSG00000049246,PER3,8847,
658,ENSG00000049247,UTS2,12636,"PRO1068,U-II,UCN2,UII"
659,ENSG00000049249,TNFRSF9,11924,"4-1BB,CD137,ILA"
660,ENSG00000049283,EPN3,18235,"FLJ20778,MGC129899"
661,ENSG00000049323,LTBP1,6714,
662,ENSG00000049449,RCN1,9934,"FLJ37041,PIG20,RCAL,RCN"
663,ENSG00000049540,ELN,3327,"SVAS,WBS,WS"
664,ENSG00000049541,RFC2,9970,"A1,RFC40"
665,ENSG00000049618,ARID1B,18040,"6A3-5,BAF250B,DAN15,ELD/OSA1,KIAA1235,P250R,SMARCF2"
666,ENSG00000049656,CLPTM1L,24308,"CRR9,FLJ14400"
667,ENSG00000049759,NEDD4L,7728,"KIAA0439,NEDD4-2,RSP5"
668,ENSG00000049768,FOXP3,6106,"AIID,DIETER,IPEX,JM2,PIDX,SCURFIN,XPID"
669,ENSG00000049769,PPP1R3F,14944,HB2E
670,ENSG00000049860,HEXB,4879,
671,ENSG00000049883,PTCD2,25734,FLJ12598
672,ENSG00000050030,NEXMIF,29433,"KIAA2022,KIDLIA,MRX98,XPN"
673,ENSG00000050130,JKAMP,20184,"C14ORF100,CDA06,HSPC213,HSPC327,JAMP"
674,ENSG00000050165,DKK3,2893,"CRRL,REIC,RIG"
675,ENSG00000050327,ARHGEF5,13209,"GEF5,P60,TIM,TIM1"
676,ENSG00000050344,NFE2L3,7783,NRF3
677,ENSG00000050393,MCUR1,21097,"C6ORF79,CCDC90A,FLJ20958"
678,ENSG00000050405,LIMA1,24636,EPLIN
679,ENSG00000050426,LETMD1,24241,"HCCR,HCCR-1,HCCR-2,HCCR1,HCCR2,SLC55A3"
680,ENSG00000050438,SLC4A8,11034,NBC3
681,ENSG00000050555,LAMC3,6494,DKFZP434E202
682,ENSG00000050628,PTGER3,9595,"EP3,LNC003875"
683,ENSG00000050730,TNIP3,19315,"ABIN-3,FLJ21162,LIND"
684,ENSG00000050748,MAPK9,6886,"JNK2,P54A,PRKM9,SAPK"
685,ENSG00000050767,COL23A1,22990,DKFZP434K0621
686,ENSG00000050820,BCAR1,971,"CAS,CASS1,CRKAS,P130CAS"
687,ENSG00000051009,FHIP1B,25378,"C11ORF56,DKFZP566M1046,FAM160A2,FHIP,FLJ22665,KIAA1759"
688,ENSG00000051108,HERPUD1,13744,"HERP,KIAA0025,MIF1,SUP"
689,ENSG00000051128,HOMER3,17514,HOMER-3
690,ENSG00000051180,RAD51,9817,"BRCC5,FANCR,HSRAD51,HST16930,RAD51A,RECA"
691,ENSG00000051341,POLQ,9186,POLH
692,ENSG00000051382,PIK3CB,8976,PIK3C1
693,ENSG00000051523,CYBA,2577,"P22-PHOX,P22PHOX"
694,ENSG00000051596,THOC3,19072,"MGC5469,TEX1"
695,ENSG00000051620,HEBP2,15716,"C6ORF34,SOUL"
696,ENSG00000051825,MPHOSPH9,7215,MPP9
697,ENSG00000052126,PLEKHA5,30036,"FLJ10667,KIAA1686,PEPP2"
698,ENSG00000052344,PRSS8,9491,CAP1
699,ENSG00000052723,SIKE1,26119,"FLJ21168,SIKE"
700,ENSG00000052749,RRP12,29100,KIAA0690
701,ENSG00000052795,FNIP2,29280,"FNIPL,KIAA1450,MAPO1"
702,ENSG00000052802,MSMO1,10545,"DESP4,ERG25,SC4MOL"
703,ENSG00000052841,TTC17,25596,FLJ10890
704,ENSG00000052850,ALX4,450,"FPP,KIAA1788,PFM,PFM2"
705,ENSG00000053108,FSTL4,21389,KIAA1061
706,ENSG00000053254,FOXN3,1928,"C14ORF116,CHES1"
707,ENSG00000053328,METTL24,21566,"C6ORF186,DJ71D21.2"
708,ENSG00000053371,AKR7A2,389,AFAR
709,ENSG00000053372,MRTO4,18477,"C1ORF33,DJ657E11.4,MRT4"
710,ENSG00000053438,NNAT,7860,PEG5
711,ENSG00000053501,USE1,30882,"D12,MDS032,P31,SLT1"
712,ENSG00000053524,MCF2L2,30319,"ARHGEF22,KIAA0861"
713,ENSG00000053702,NRIP2,23078,DKFZP761G1913
714,ENSG00000053747,LAMA3,6483,"BM600-150KDA,EPILIGRIN,KALININ-165KDA,LAMNA,NICEIN-150KDA"
715,ENSG00000053770,AP5M1,20192,"C14ORF108,FLJ10813,MU5,MUD,MUDENG"
716,ENSG00000053900,ANAPC4,19990,APC4
717,ENSG00000053918,KCNQ1,6294,"JLNS1,KCNA8,KCNA9,KV7.1,KVLQT1,LQT,LQT1"
718,ENSG00000054116,TRAPPC3,19942,BET3
719,ENSG00000054118,THRAP3,22964,"BCLAF2,TRAP150"
720,ENSG00000054148,PHPT1,30033,"BA216L13.10,CGI-202,DKFZP564M173,HSPC141,PHP14"
721,ENSG00000054179,ENTPD2,3364,"CD39L1,NTPDASE-2"
722,ENSG00000054219,LY75,6729,"CD205,CLEC13B,DEC-205"
723,ENSG00000054267,ARID4B,15550,"BCAA,BRCAA1,RBP1L1,SAP180"
724,ENSG00000054277,OPN3,14007,"ECPN,ENCEPHALOPSIN,ERO,NMO-1,PPP1R116"
725,ENSG00000054282,SDCCAG8,10671,"BBS16,CCCAP,NPHP10,NY-CO-8,SLSN7"
726,ENSG00000054356,PTPRN,9676,"IA-2,ICA512"
727,ENSG00000054392,HHAT,18270,"FLJ10724,GUP2,MART-2,MART2,RASP,SIT,SKI,SKN"
728,ENSG00000054523,KIF1B,16636,"CMT2,CMT2A,HMSNII,KIAA0591,KLP"
729,ENSG00000054598,FOXC1,3800,"ARA,FKHL7,FREAC3,IGDA,IHG1,IRID1"
730,ENSG00000054611,TBC1D22A,1309,C22ORF4
731,ENSG00000054654,SYNE2,17084,"DKFZP434H2235,KIAA1011,NESP2,NESPRIN-2,NUA,NUANCE,SYNE-2"
732,ENSG00000054690,PLEKHH1,17733,KIAA1200
733,ENSG00000054793,ATP9A,13540,"ATPIIA,KIAA0611"
734,ENSG00000054796,SPO11,11250,"CT35,SPATA43,TOPOVIA,TOPVIA"
735,ENSG00000054803,CBLN4,16231,"CBLNL1,DJ885A10.1"
736,ENSG00000054938,CHRDL2,24168,BNF1
737,ENSG00000054965,FAM168A,28999,"KIAA0280,TCRP1"
738,ENSG00000054967,RELT,13764,"FLJ14993,TNFRSF19L"
739,ENSG00000054983,GALC,4115,
740,ENSG00000055044,NOP58,29926,"HSPC120,NOP5"
741,ENSG00000055070,SZRD1,30232,"C1ORF144,DKFZP566C0424"
742,ENSG00000055118,KCNH2,6251,"ERG1,HERG,KV11.1,LQT2"
