,ENSG_ID,NCBI_ID,HGNC_ID,alias_symbol,gene_symbol
268,ENSG00000010704,GENE ID:3077,HGNC:4886,"HFE1,HLA-H",HFE
269,ENSG00000010803,GENE ID:22955,HGNC:19003,SCML3,SCMH1
270,ENSG00000010810,GENE ID:2534,HGNC:4037,"MGC45350,SLK,SYN",FYN
271,ENSG00000010818,GENE ID:3097,HGNC:4921,"HIV-EP2,MBP-2,MIBP1,SCHNURRI-2,ZAS2,ZNF40B",HIVEP2
272,ENSG00000010932,GENE ID:2326,HGNC:3769,,FMO1
273,ENSG00000011007,GENE ID:6924,HGNC:11620,"ELOA1,SIII,TCEB3,TCEB3A",ELOA
274,ENSG00000011009,GENE ID:11313,HGNC:6738,APT-2,LYPLA2
275,ENSG00000011021,GENE ID:1185,HGNC:2024,"CLC-6,KIAA0046",CLCN6
276,ENSG00000011028,GENE ID:9902,HGNC:16875,"CD280,CLEC13E,ENDO180,KIAA0709",MRC2
277,ENSG00000011052,GENE ID:654364,HGNC:33531,"NM23-LV,NMELV",NME1-NME2
278,ENSG00000011083,GENE ID:6534,HGNC:11054,PROT,SLC6A7
279,ENSG00000011105,GENE ID:10867,HGNC:21640,NET-5,TSPAN9
280,ENSG00000011114,GENE ID:55727,HGNC:18269,"FLJ10648,FUP1",BTBD7
281,ENSG00000011132,GENE ID:9546,HGNC:580,"MINT3,X11L2",APBA3
282,ENSG00000011143,GENE ID:54903,HGNC:7121,"BBS13,FLJ20345,MKS,POC12",MKS1
283,ENSG00000011198,GENE ID:51099,HGNC:21396,"CGI-58,NCIE2",ABHD5
284,ENSG00000011201,GENE ID:3730,HGNC:6211,"ADMLX,KAL,KAL1,KALIG-1,WFDC19",ANOS1
285,ENSG00000011243,GENE ID:26993,HGNC:29857,"HAP95,NAKAP95",AKAP8L
286,ENSG00000011258,GENE ID:54799,HGNC:19866,"FLJ20055,SA49P01",MBTD1
287,ENSG00000011260,GENE ID:51096,HGNC:24274,"CGI-48,WDR50",UTP18
288,ENSG00000011275,GENE ID:54476,HGNC:21698,"TRIAD3,UBCE7IP1,ZIN",RNF216
289,ENSG00000011295,GENE ID:54902,HGNC:26006,"FLJ20343,MGC19520",TTC19
290,ENSG00000011304,GENE ID:5725,HGNC:9583,"HNRNP-I,HNRPI,PPTB,PTB,PTB-1,PTB2,PTB3,PTB4",PTBP1
291,ENSG00000011332,GENE ID:8193,HGNC:20225,"BAF45B,NEUD4,NEURO-D4,SMARCG1",DPF1
292,ENSG00000011347,GENE ID:9066,HGNC:11514,"IPCA-7,MGC150517,PCANAP7,SYT-VII",SYT7
293,ENSG00000011376,GENE ID:23395,HGNC:17095,"KIAA0028,LEURS,MGC26121,MTLEURS",LARS2
294,ENSG00000011405,GENE ID:5286,HGNC:8971,PI3K-C2ALPHA,PIK3C2A
295,ENSG00000011422,GENE ID:5329,HGNC:9053,"CD87,UPAR,URKR",PLAUR
296,ENSG00000011426,GENE ID:54443,HGNC:14082,"ANILLIN,SCRA,SCRAPS",ANLN
297,ENSG00000011451,GENE ID:58525,HGNC:30917,ZNF803,WIZ
298,ENSG00000011454,GENE ID:23637,HGNC:17155,"GAPCENA,TBC1D11",RABGAP1
299,ENSG00000011465,GENE ID:1634,HGNC:2705,"DSPG2,SLRR1B",DCN
300,ENSG00000011478,GENE ID:54814,HGNC:25952,FLJ20084,QPCTL
301,ENSG00000011485,GENE ID:5536,HGNC:9322,"PP5,PPP5",PPP5C
302,ENSG00000011523,GENE ID:23177,HGNC:29076,KIAA0582,CEP68
303,ENSG00000011566,GENE ID:8491,HGNC:6865,"GLK,MAPKKKK3,RAB8IPL1",MAP4K3
304,ENSG00000011590,GENE ID:27033,HGNC:16763,"FAXF,FAZF,MYNN,ROG,TZFP,ZNF538",ZBTB32
305,ENSG00000011600,GENE ID:7305,HGNC:12449,"DAP12,KARAP,PLO-SL,PLOSL",TYROBP
306,ENSG00000011638,GENE ID:57146,HGNC:30136,"PROMETHIN,TMEM159",LDAF1
307,ENSG00000011677,GENE ID:2556,HGNC:4077,,GABRA3
308,ENSG00000012048,GENE ID:672,HGNC:1100,"BRCC1,FANCS,PPP1R53,RNF53",BRCA1
309,ENSG00000012061,GENE ID:2067,HGNC:3433,RAD10,ERCC1
310,ENSG00000012124,GENE ID:933,HGNC:1643,"SIGLEC-2,SIGLEC2",CD22
311,ENSG00000012171,GENE ID:7869,HGNC:10724,"LUCA-1,SEMA,SEMA5,SEMAA,SEMAV",SEMA3B
312,ENSG00000012174,GENE ID:51360,HGNC:15455,"KFSD,S2P",MBTPS2
313,ENSG00000012211,GENE ID:4007,HGNC:6645,LMO6,PRICKLE3
314,ENSG00000012223,GENE ID:4057,HGNC:6720,HLF2,LTF
315,ENSG00000012232,GENE ID:2137,HGNC:3518,"BOTV,REGR",EXTL3
316,ENSG00000012504,GENE ID:9971,HGNC:7967,"FXR,HRR-1,HRR1,RIP14",NR1H4
317,ENSG00000012660,GENE ID:60481,HGNC:21308,"DJ483K16.1,HELO1,SCA38",ELOVL5
318,ENSG00000012779,GENE ID:240,HGNC:435,5-LOX,ALOX5
319,ENSG00000012817,GENE ID:8284,HGNC:11115,"HY,HYA,JARID1D,KIAA0234,SMCY",KDM5D
320,ENSG00000012822,GENE ID:57658,HGNC:29306,"CALPHOGLIN,COCOA,KIAA1536",CALCOCO1
321,ENSG00000012963,GENE ID:55148,HGNC:20344,C14ORF130,UBR7
322,ENSG00000012983,GENE ID:11183,HGNC:6867,"GCKR,KHS,KHS1",MAP4K5
323,ENSG00000013016,GENE ID:30845,HGNC:3244,PAST3,EHD3
324,ENSG00000013275,GENE ID:5704,HGNC:9551,"MGC13687,MGC23214,MGC8570,MIP224,RPT3,S6,TBP-7,TBP7",PSMC4
325,ENSG00000013288,GENE ID:23324,HGNC:29623,"EPMAN,KIAA0935",MAN2B2
326,ENSG00000013293,GENE ID:57709,HGNC:29326,"KIAA1613,PPP1R142",SLC7A14
327,ENSG00000013297,GENE ID:5010,HGNC:8514,"OSP,OTM",CLDN11
328,ENSG00000013306,GENE ID:51629,HGNC:24279,"CGI-69,FLJ22407",SLC25A39
329,ENSG00000013364,GENE ID:9961,HGNC:7531,"LRP,VAULT1",MVP
330,ENSG00000013374,GENE ID:51667,HGNC:17623,"BS4,NUB1L,NYREN18",NUB1
331,ENSG00000013375,GENE ID:5238,HGNC:8907,"AGM1,DKFZP434B187,PAGM",PGM3
332,ENSG00000013392,GENE ID:112611,HGNC:21385,"DJ747H23.2,MGC13523,RWDD2",RWDD2A
333,ENSG00000013441,GENE ID:1195,HGNC:2068,,CLK1
334,ENSG00000013503,GENE ID:55703,HGNC:30348,"C128,FLJ10388,RPC2",POLR3B
335,ENSG00000013523,GENE ID:23357,HGNC:19961,"CCR4E,KIAA0759",ANGEL1
336,ENSG00000013561,GENE ID:9604,HGNC:10058,"ARA54,HFB30,TRIAD2",RNF14
337,ENSG00000013563,GENE ID:1774,HGNC:2957,"DNAS1L1,DNASEX,DNL1L,XIB",DNASE1L1
338,ENSG00000013573,GENE ID:1663,HGNC:2736,"CHL1,CHLR1,KRG-2,WABS",DDX11
339,ENSG00000013583,GENE ID:50865,HGNC:17176,"HBP,HEBP",HEBP1
340,ENSG00000013588,GENE ID:9052,HGNC:9836,"PEIG-1,RAI3,RAIG1,TIG1",GPRC5A
341,ENSG00000013619,GENE ID:10046,HGNC:2568,"CG1,CXORF6,F18",MAMLD1
342,ENSG00000013725,GENE ID:923,HGNC:1691,TP120,CD6
343,ENSG00000013810,GENE ID:10460,HGNC:11524,"ERIC-1,ERIC1,MASKIN,TACC4",TACC3
344,ENSG00000014123,GENE ID:23376,HGNC:23039,"KIAA0776,MAXER,NLBP,RCAD",UFL1
345,ENSG00000014138,GENE ID:23649,HGNC:30073,FLJ21662,POLA2
346,ENSG00000014164,GENE ID:23144,HGNC:28972,"KIAA0150,ZC3HDC3",ZC3H3
347,ENSG00000014216,GENE ID:823,HGNC:1476,"CANP,CANPL1,MUCANP,MUCL",CAPN1
348,ENSG00000014257,GENE ID:55,HGNC:125,"ACP-3,ACPP,PAP,TM-PAP",ACP3
349,ENSG00000014641,GENE ID:4190,HGNC:6970,,MDH1
350,ENSG00000014824,GENE ID:10463,HGNC:1329,"C4ORF1,GAC63,HUEL,ZNT9",SLC30A9
351,ENSG00000014914,GENE ID:10903,HGNC:24307,CRA,MTMR11
352,ENSG00000014919,GENE ID:1355,HGNC:2263,CEMCOX2,COX15
353,ENSG00000015133,GENE ID:440193,HGNC:19967,"DAPLE,HKRP2,KIAA1509,SCA40",CCDC88C
354,ENSG00000015153,GENE ID:10138,HGNC:17363,,YAF2
355,ENSG00000015171,GENE ID:10771,HGNC:16966,"BRAM1,BS69",ZMYND11
356,ENSG00000015285,GENE ID:7454,HGNC:12731,"IMD2,THC,WASP,WASPA",WAS
357,ENSG00000015413,GENE ID:1800,HGNC:3002,,DPEP1
358,ENSG00000015475,GENE ID:637,HGNC:1050,,BID
359,ENSG00000015479,GENE ID:9782,HGNC:6912,"ALS21,KIAA0723,MGC9105,MPD2,VCPDM",MATR3
360,ENSG00000015520,GENE ID:29881,HGNC:7898,SLC65A2,NPC1L1
361,ENSG00000015532,GENE ID:64132,HGNC:15517,"PXYLT2,XT-II",XYLT2
362,ENSG00000015568,"GENE ID:727851,GENE ID:84220",HGNC:32418,"BS-63,DKFZP686I1842,RGP5",RGPD5
363,ENSG00000015592,GENE ID:81551,HGNC:16078,RB3,STMN4
364,ENSG00000015676,GENE ID:23386,HGNC:22208,"KIAA1068,NUDCL",NUDCD3
365,ENSG00000016082,GENE ID:3670,HGNC:6132,"ISL-1,ISLET1",ISL1
366,ENSG00000016391,GENE ID:55349,HGNC:24288,,CHDH
367,ENSG00000016402,GENE ID:53832,HGNC:6003,"IL-20R1,ZCYTOR7",IL20RA
368,ENSG00000016490,GENE ID:1179,HGNC:2015,"CACC,CLCRG1",CLCA1
369,ENSG00000016602,GENE ID:22802,HGNC:2018,CACC2,CLCA4
370,ENSG00000016864,GENE ID:55830,HGNC:24870,"AD-017,FLJ14611",GLT8D1
371,ENSG00000017260,GENE ID:27032,HGNC:13211,"ATP2C1A,BCPM,KIAA1347,PMR1,SPCA1",ATP2C1
372,ENSG00000017427,GENE ID:3479,HGNC:5464,"IGF,IGF-I,IGF1A,IGFI",IGF1
373,ENSG00000017483,GENE ID:92745,HGNC:18070,"JM24,SN2,SNAT5",SLC38A5
374,ENSG00000017797,GENE ID:10928,HGNC:9841,"RIP,RIP1,RLIP76",RALBP1
375,ENSG00000018189,GENE ID:22902,HGNC:30285,"KIAA0871,RIPX,SINGAR1,ZFYVE30",RUFY3
376,ENSG00000018236,GENE ID:1272,HGNC:2171,"F3,GP135",CNTN1
377,ENSG00000018280,GENE ID:6556,HGNC:10907,"LSH,NRAMP,NRAMP1",SLC11A1
378,ENSG00000018408,GENE ID:25937,HGNC:24042,"DKFZP586I1419,TAZ",WWTR1
379,ENSG00000018510,GENE ID:8540,HGNC:327,"ADAP-S,ADAS,ADHAPS,ADPS,ALDHPSY",AGPS
380,ENSG00000018607,,HGNC:33228,ZNF806,ZNF285CP
381,ENSG00000018610,GENE ID:63932,HGNC:26239,"CXORF56,FLJ22965",STEEP1
382,ENSG00000018625,GENE ID:477,HGNC:800,"FHM2,MHP2",ATP1A2
383,ENSG00000018699,GENE ID:55622,HGNC:25986,FLJ20272,TTC27
384,ENSG00000018869,GENE ID:147948,HGNC:26421,FLJ30927,ZNF582
385,ENSG00000019102,GENE ID:23584,HGNC:17149,"CTH,CTXL",VSIG2
386,ENSG00000019144,GENE ID:23187,HGNC:23697,"FLJ00141,KIAA0638,LL5A",PHLDB1
387,ENSG00000019169,GENE ID:8685,HGNC:6895,"SCARA2,SR-A6",MARCO
388,ENSG00000019186,GENE ID:1591,HGNC:2602,"CP24,CYP24,LNCBCAS1-4_1,P450-CC24",CYP24A1
389,ENSG00000019485,GENE ID:56981,HGNC:13996,PFM8,PRDM11
390,ENSG00000019505,GENE ID:57586,HGNC:14962,KIAA1427,SYT13
391,ENSG00000019549,GENE ID:6591,HGNC:11094,"SLUG,SLUGH,SLUGH1,SNAIL2",SNAI2
392,ENSG00000019582,GENE ID:972,HGNC:1697,"CLIP,DHLAG",CD74
393,ENSG00000019991,GENE ID:3082,HGNC:4893,"DFNB39,F-TCF,HGFB,HPTA,SF",HGF
394,ENSG00000019995,GENE ID:54764,HGNC:18224,TRABID,ZRANB1
395,ENSG00000020129,GENE ID:23154,HGNC:17597,"NCDN-1,NCDN-2",NCDN
396,ENSG00000020181,GENE ID:25960,HGNC:17849,"DKFZP434C211,DKFZP434J0911,FLJ14390,GPR124,KIAA1531,TEM5",ADGRA2
397,ENSG00000020219,,HGNC:32153,CCT8L1,CCT8L1P
398,ENSG00000020256,GENE ID:55734,HGNC:15940,"DJ548G19.1,DJ831D17.1,FLJ10734,FLJ12628,ZNF338",ZFP64
399,ENSG00000020426,GENE ID:4331,HGNC:7181,"MAT1,RNF66",MNAT1
400,ENSG00000020577,GENE ID:23034,HGNC:23023,"DKFZP434H0350,HSMAUG1,KIAA1053,SAMD4,SMAUG,SMG,SMGA",SAMD4A
401,ENSG00000020633,GENE ID:864,HGNC:10473,"AML2,CBFA3,PEBP2A3",RUNX3
402,ENSG00000020922,GENE ID:4361,HGNC:7230,"ATLD,MRE11A",MRE11
403,ENSG00000021300,GENE ID:58473,HGNC:19079,"KPL1,PHR1,PHRET1",PLEKHB1
404,ENSG00000021355,GENE ID:1992,HGNC:3311,"EI,ELANH2,LEI,MNEI,PI2",SERPINB1
405,ENSG00000021461,GENE ID:64816,HGNC:17450,,CYP3A43
406,ENSG00000021488,GENE ID:11136,HGNC:11067,"BAT1,CSNU3",SLC7A9
407,ENSG00000021574,GENE ID:6683,HGNC:11233,"ADPSP,FSP2,KIAA1083,SPG4",SPAST
408,ENSG00000021645,GENE ID:9369,HGNC:8010,"C14ORF60,KIAA0743",NRXN3
409,ENSG00000021762,GENE ID:114879,HGNC:16392,"KIAA1534,OBPH1,ORP5",OSBPL5
410,ENSG00000021776,GENE ID:9716,HGNC:29513,"FSAP164,IBP160,KIAA0560",AQR
411,ENSG00000021826,GENE ID:1373,HGNC:2323,GATD6,CPS1
412,ENSG00000021852,GENE ID:732,HGNC:1353,,C8B
413,ENSG00000022267,GENE ID:2273,HGNC:3702,"BA535K18.1,FHL1B,FLH1A,KYO-T,MGC111107,SLIM1,XMPMA",FHL1
414,ENSG00000022277,GENE ID:51507,HGNC:15890,"C20ORF43,CDAO5,HSPC164,RTFDC1",RTF2
415,ENSG00000022355,GENE ID:2554,HGNC:4075,EJM5,GABRA1
416,ENSG00000022556,GENE ID:55655,HGNC:22948,"CLR19.9,FLJ20510,NALP2,NBS1,PAN1,PYPAF2",NLRP2
417,ENSG00000022567,GENE ID:57210,HGNC:29196,KIAA1126,SLC45A4
418,ENSG00000022840,GENE ID:9921,HGNC:10055,"KIAA0262,RIE2",RNF10
419,ENSG00000022976,GENE ID:55778,HGNC:20345,C14ORF131,ZNF839
420,ENSG00000023041,GENE ID:64429,HGNC:19160,"FLJ21952,ZNF376",ZDHHC6
421,ENSG00000023171,GENE ID:57476,HGNC:29214,"KIAA1201,LINC01059",GRAMD1B
422,ENSG00000023191,GENE ID:6050,HGNC:10074,"RAI,RNH",RNH1
423,ENSG00000023228,GENE ID:4719,HGNC:7707,CI-75K,NDUFS1
424,ENSG00000023287,GENE ID:9821,HGNC:15574,"ATG17,CC1,DRAGOU14,FIP200,KIAA0203,PPP1R131",RB1CC1
425,ENSG00000023318,GENE ID:23071,HGNC:18311,"KIAA0573,PDIA10,TXNDC4",ERP44
426,ENSG00000023330,GENE ID:211,HGNC:396,"ALAS,ALAS-H,ALAS3",ALAS1
427,ENSG00000023445,GENE ID:330,HGNC:591,"API2,C-IAP2,CIAP2,HIAP-1,MALT2,MIHC,RNF49",BIRC3
428,ENSG00000023516,GENE ID:11215,HGNC:369,"AKAP220,DKFZP781I12161,FLJ11304,KIAA0629,PPP1R44,PRKA11",AKAP11
429,ENSG00000023572,GENE ID:51022,HGNC:16065,"BA101E13.1,GRX2",GLRX2
430,ENSG00000023608,GENE ID:6617,HGNC:11134,"PTFGAMMA,SNAP43",SNAPC1
431,ENSG00000023697,GENE ID:51071,HGNC:24269,"CGI-26,DEOC",DERA
432,ENSG00000023734,GENE ID:11171,HGNC:30796,"MAWD,PT-WD,UNRIP",STRAP
433,ENSG00000023839,GENE ID:1244,HGNC:53,"CMOAT,CMRP,DJS,MRP2",ABCC2
434,ENSG00000023892,GENE ID:50619,HGNC:2760,"IBP,SLAT,SWAP70L",DEF6
435,ENSG00000023902,GENE ID:51177,HGNC:24310,"CKIP-1,OC120",PLEKHO1
436,ENSG00000023909,GENE ID:2730,HGNC:4312,GLCLR,GCLM
437,ENSG00000024048,GENE ID:23304,HGNC:21289,"BA49A4.1,C6ORF133,DJ392M17.3,KIAA0349",UBR2
438,ENSG00000024422,GENE ID:30846,HGNC:3243,PAST2,EHD2
439,ENSG00000024526,GENE ID:55635,HGNC:22949,"DEP.8,DEPDC1A,FLJ20354,SDP35",DEPDC1
440,ENSG00000024862,GENE ID:25901,HGNC:21098,"C6ORF80,CCRL1AP,DKFZP586D0623",CCDC28A
441,ENSG00000025039,GENE ID:58528,HGNC:19903,"BA11D8.2.1,DKFZP761H171",RRAGD
442,ENSG00000025156,GENE ID:3298,HGNC:5225,,HSF2
443,ENSG00000025293,GENE ID:51230,HGNC:16098,"C20ORF104,DJ1121G12.1,TDRD20A",PHF20
444,ENSG00000025423,GENE ID:8630,HGNC:23316,"HSE,RODH,SDR9C6",HSD17B6
445,ENSG00000025434,GENE ID:10062,HGNC:7966,"LXR-A,LXRA,RLD-1",NR1H3
446,ENSG00000025708,GENE ID:1890,HGNC:3148,"ECGF1,MNGIE",TYMP
447,ENSG00000025770,GENE ID:29781,HGNC:25071,"384D8-2,CAP-H2,HCAP-H2",NCAPH2
448,ENSG00000025772,GENE ID:10953,HGNC:15746,"HTOM34P,TOM34",TOMM34
449,ENSG00000025796,GENE ID:11231,HGNC:21082,"DNAJC23,ERDJ2,PRO2507,SEC63L",SEC63
450,ENSG00000025800,GENE ID:23633,HGNC:6399,"FLJ11249,IPOA7,KPNA7,MGC17918",KPNA6
451,ENSG00000026025,GENE ID:7431,HGNC:12692,,VIM
452,ENSG00000026036,,HGNC:44095,,RTEL1-TNFRSF6B
453,ENSG00000026103,GENE ID:355,HGNC:11920,"APO-1,APT1,CD95,FAS1,TNFRSF6",FAS
454,ENSG00000026297,GENE ID:8635,HGNC:21686,"BA514O12.3,FLJ10907,RNASE6PL",RNASET2
455,ENSG00000026508,GENE ID:960,HGNC:1681,"CD44R,CDW44,CSPG8,ECM-III,H-CAM,HCELL,HERMES-1,HUTCH-1,HUTCH-I,IN,MC56,MDU2,MDU3,MIC4,PGP-1,PGP1",CD44
456,ENSG00000026559,GENE ID:3755,HGNC:6248,"K13,KCNG,KH2,KV6.1",KCNG1
457,ENSG00000026652,GENE ID:56895,HGNC:20885,"DJ473J16.2,LPAAT-DELTA,LPAAT4,LPLAT4",AGPAT4
458,ENSG00000026751,GENE ID:57823,HGNC:21394,"19A,CD319,CRACC,CS1",SLAMF7
459,ENSG00000026950,GENE ID:11119,HGNC:1138,"BT3.1,BTF5,BTN3.1,CD277",BTN3A1
460,ENSG00000027001,GENE ID:4285,HGNC:7104,MIP,MIPEP
461,ENSG00000027075,GENE ID:5583,HGNC:9403,"PKC-L,PKCL,PRKCL",PRKCH
462,ENSG00000027644,GENE ID:3645,HGNC:6093,IRR,INSRR
463,ENSG00000027697,GENE ID:3459,HGNC:5439,"CD119,IFNGR",IFNGR1
464,ENSG00000027847,GENE ID:11285,HGNC:930,"BETA4GAL-T7,XGALT-1",B4GALT7
465,ENSG00000027869,GENE ID:9047,HGNC:10821,"F2771,TSAD",SH2D2A
466,ENSG00000028116,GENE ID:7444,HGNC:12719,,VRK2
467,ENSG00000028137,GENE ID:7133,HGNC:11917,"CD120B,P75,TNF-R-II,TNF-R75,TNFBR,TNFR2,TNFR80",TNFRSF1B
468,ENSG00000028203,GENE ID:55591,HGNC:18258,DKFZP761C241,VEZT
469,ENSG00000028277,GENE ID:5452,HGNC:9213,"OCT2,OTF2",POU2F2
470,ENSG00000028310,GENE ID:65980,HGNC:25818,"FLJ13441,SMARCI2",BRD9
471,ENSG00000028528,GENE ID:6642,HGNC:11172,"HST17379,MGC8664,SNX1A,VPS5",SNX1
472,ENSG00000028839,GENE ID:9519,HGNC:11589,"STUD,TLF,TLP,TRF2",TBPL1
473,ENSG00000029153,GENE ID:56938,HGNC:18984,"ARNTL2,BHLHE6,CLIF,MOP9,PASD9",BMAL2
474,ENSG00000029363,GENE ID:9774,HGNC:16863,"BTF,KIAA0164",BCLAF1
475,ENSG00000029364,GENE ID:55334,HGNC:20182,"FLJ11274,ZIP9",SLC39A9
476,ENSG00000029534,GENE ID:286,HGNC:492,"ANK,SPH1",ANK1
477,ENSG00000029559,GENE ID:3381,HGNC:5341,"BSP,BSP-II,SP-II",IBSP
478,ENSG00000029639,GENE ID:51106,HGNC:17037,"CGI-75,MTTFB",TFB1M
479,ENSG00000029725,GENE ID:9135,HGNC:17677,"NEUROCRESCIN,RAB5EP,RABAPTIN-5,RABPT5",RABEP1
480,ENSG00000029993,GENE ID:3149,HGNC:5004,"HMG2A,HMG4,MGC90319",HMGB3
481,ENSG00000030066,GENE ID:23279,HGNC:18017,"FLJ22583,KIAA0197",NUP160
482,ENSG00000030110,GENE ID:578,HGNC:949,"BAK,BCL2L7,CDN1",BAK1
483,ENSG00000030304,GENE ID:4593,HGNC:7525,,MUSK
484,ENSG00000030419,GENE ID:22807,HGNC:13177,"HELIOS,ZNFN1A2",IKZF2
485,ENSG00000030582,GENE ID:2896,HGNC:4601,"CLN11,PCDGF,PGRN",GRN
486,ENSG00000031003,GENE ID:51306,HGNC:1335,"ARHGAP49,C5ORF5,FAM13B1,KHCHP,N61",FAM13B
487,ENSG00000031081,GENE ID:57514,HGNC:29216,CDGAP,ARHGAP31
488,ENSG00000031691,GENE ID:55166,HGNC:21347,"C6ORF139,CENP-Q,FLJ10545",CENPQ
489,ENSG00000031698,GENE ID:6301,HGNC:10537,"SARS,SERS",SARS1
490,ENSG00000031823,GENE ID:8498,HGNC:9850,,RANBP3
491,ENSG00000032219,GENE ID:5926,HGNC:9885,"RBBP1,RBP-1,RBP1",ARID4A
492,ENSG00000032389,GENE ID:7260,HGNC:12383,"EIPR-1,TSSC1",EIPR1
493,ENSG00000032444,GENE ID:10908,HGNC:16268,"IPLA2DELTA,NTE,SPG39,SWS",PNPLA6
494,ENSG00000032742,GENE ID:8100,HGNC:20606,"D13S1056E,HTG737,MGC26259,TG737,TTC10",IFT88
495,ENSG00000033011,GENE ID:56052,HGNC:18294,"CDG1K,HMAT1,HMT-1,MAT-1",ALG1
496,ENSG00000033030,GENE ID:55596,HGNC:25265,DKFZP434E2220,ZCCHC8
497,ENSG00000033050,GENE ID:10061,HGNC:71,"ABC28,EST133090,HUSSY-18,M-ABC1",ABCF2
498,ENSG00000033100,GENE ID:54480,HGNC:29270,"CHSY-3,CSGLCA-T,KIAA1402",CHPF2
499,ENSG00000033122,GENE ID:57554,HGNC:18531,"DENSIN-180,KIAA1365",LRRC7
500,ENSG00000033170,GENE ID:2530,HGNC:4019,,FUT8
501,ENSG00000033178,GENE ID:55236,HGNC:25581,"FLJ10808,UBE1L2",UBA6
502,ENSG00000033327,GENE ID:9846,HGNC:14458,KIAA0571,GAB2
503,ENSG00000033627,GENE ID:535,HGNC:865,"A1,ATP6N1,ATP6N1A,STV1,VPH1,VPP1",ATP6V0A1
504,ENSG00000033800,GENE ID:8554,HGNC:2752,"DDXBP1,GBP,GU/RH-II,ZMIZ3",PIAS1
505,ENSG00000033867,GENE ID:9497,HGNC:11033,"NBC3,SBC2,SLC4A6",SLC4A7
506,ENSG00000034053,GENE ID:321,HGNC:579,"D15S1518E,HST16821,LIN-10,MGC:14091,MINT2,X11L",APBA2
507,ENSG00000034152,GENE ID:5606,HGNC:6843,"MAPKK3,MEK3,MKK3,PRKMK3,SAPKK2",MAP2K3
508,ENSG00000034239,GENE ID:79645,HGNC:25678,"EFCAB1,FLJ11767,ODAD5",CLXN
509,ENSG00000034510,GENE ID:9168,HGNC:11879,TB10,TMSB10
510,ENSG00000034533,GENE ID:28990,HGNC:25021,HT001,ASTE1
511,ENSG00000034677,GENE ID:25897,HGNC:13432,"DKFZP566B1346,DORFIN,RNF19",RNF19A
512,ENSG00000034693,GENE ID:8504,HGNC:8858,,PEX3
513,ENSG00000034713,GENE ID:11345,HGNC:13291,"ATG8,ATG8C,GATE-16,GATE16,GEF2",GABARAPL2
514,ENSG00000034971,GENE ID:4653,HGNC:7610,"GLC1A,JOAG1,TIGR",MYOC
515,ENSG00000035115,GENE ID:26751,HGNC:29546,"DKFZP586F1318,RAY",SH3YL1
516,ENSG00000035141,GENE ID:84908,HGNC:25911,FLJ14668,FAM136A
517,ENSG00000035403,GENE ID:7414,HGNC:12665,VINC,VCL
518,ENSG00000035499,GENE ID:55789,HGNC:24902,"BRCC3,XTP1",DEPDC1B
519,ENSG00000035664,GENE ID:23604,HGNC:2675,"DRP-1,MGC119312",DAPK2
520,ENSG00000035681,GENE ID:8439,HGNC:8017,"FAN,GRAMD5",NSMAF
521,ENSG00000035687,GENE ID:159,HGNC:292,ADSS,ADSS2
522,ENSG00000035720,GENE ID:26228,HGNC:24133,"BRDG1,STAP-1",STAP1
523,ENSG00000035862,GENE ID:7077,HGNC:11821,CSC-21K,TIMP2
524,ENSG00000035928,GENE ID:5981,HGNC:9969,"A1,MHCBFB,PO-GA,RFC140",RFC1
525,ENSG00000036054,GENE ID:55773,HGNC:25622,FLJ11046,TBC1D23
526,ENSG00000036257,GENE ID:8452,HGNC:2553,,CUL3
527,ENSG00000036448,GENE ID:9172,HGNC:7614,,MYOM2
528,ENSG00000036473,GENE ID:5009,HGNC:8512,"OTC1,OTCASE,OTCD",OTC
529,ENSG00000036530,GENE ID:10858,HGNC:2641,CYP46,CYP46A1
530,ENSG00000036549,GENE ID:26009,HGNC:24523,"ATAC1,DKFZP564I052",ZZZ3
531,ENSG00000036565,GENE ID:6570,HGNC:10934,"CGAT,VAT1,VMAT1",SLC18A1
532,ENSG00000036672,GENE ID:9099,HGNC:12618,UBP41,USP2
533,ENSG00000036828,GENE ID:846,HGNC:1514,"FHH,GPRC2A,HHC,HHC1,NSHPT",CASR
534,ENSG00000037042,GENE ID:27175,HGNC:12419,,TUBG2
535,ENSG00000037241,GENE ID:51121,HGNC:17050,RPL26P1,RPL26L1
536,ENSG00000037280,GENE ID:2324,HGNC:3767,"PCL,VEGFR-3,VEGFR3",FLT4
537,ENSG00000037474,GENE ID:54888,HGNC:25994,"FLJ20303,MISU,MRT5,SAKI,TRM4",NSUN2
538,ENSG00000037637,GENE ID:54455,HGNC:29249,"FBX42,KIAA1332",FBXO42
539,ENSG00000037749,GENE ID:4238,HGNC:7034,,MFAP3
540,ENSG00000037757,GENE ID:84245,HGNC:28469,"MGC3207,MRDI,MTNA,YPR118W",MRI1
541,ENSG00000037897,GENE ID:4234,HGNC:7030,"C12ORF1,TRM8,TRMT8",METTL1
542,ENSG00000037965,GENE ID:3224,HGNC:5129,"HOX3,HOX3A",HOXC8
543,ENSG00000038002,GENE ID:175,HGNC:318,ASRG,AGA
544,ENSG00000038210,GENE ID:55300,HGNC:18215,"FLJ11105,PI4KIIB,PIK42B",PI4K2B
545,ENSG00000038219,GENE ID:259282,HGNC:31792,"BOD1L,FAM44A,FLJ33215,KIAA1327",BOD1L1
